PRESION,ALTURA,TEMPAMB,TEMPROCIO,HUMEDAD,MEZCLAIRE,VIENTO,TPOT,TPOTEQ,TPOTV
36410,8294,253.5,238.43,30.3,0.000657,16.46222222,341.1,338.54,338.67
36418.18182,8295,252.8454545,244.5454545,57.54545455,0.001212727,16.97666667,342.1909091,337.6454545,337.8818182
36430,8296,253.2,244.69,57.6,0.001201,11.83222222,342.6,338.08,338.32
36433.33333,8297,253.3166667,243.5,46.5,0.001021667,16.46222222,342.1,338.2166667,338.4333333
36366.66667,8298,252.9333333,239.2666667,34.16666667,0.00073,11.83222222,340.7,337.9,338.05
36450,8299,253.4,244.65,47,0.0010525,14.40444444,342.3,338.325,338.5
36428.57143,8300,253.4714286,240.5714286,44.14285714,0.001027143,21.09222222,342.3285714,338.4285714,338.6428571
36350,8301,251.5,247.95,74,0.0014,6.687777778,341.25,336,336.25
36414.28571,8302,252.1285714,246.0714286,61.85714286,0.001244286,12.34666667,341.3571429,336.6714286,336.9428571
36385.71429,8303,251.8857143,246.7,65.42857143,0.001277143,13.89,341.2285714,336.4285714,336.6857143
36350,8304,252.725,245.1375,54.25,0.0011375,14.40444444,341.9625,337.65,337.875
36357.14286,8305,252.5571429,241.5142857,44.14285714,0.000895714,11.31777778,340.8428571,337.4285714,337.5857143
36300,8306,252.66,246.58,63.8,0.001324,13.89,342.66,337.7,337.98
36314.28571,8307,252.4428571,247.5142857,65.14285714,0.001347143,13.37555556,342.4142857,337.3857143,337.6285714
36300,8308,253.5,242.5,37,0.00084,4.63,342.1,338.8,339
36500,8309,254.65,229.3,9,0.000235,21.09222222,340.85,339.85,339.9
36275,8310,251.85,246.7,67.25,0.00128,11.31777778,341.5,336.725,336.95
36266.66667,8311,251.8,245.4666667,57,0.001123333,10.28888889,340.8666667,336.6333333,336.8333333
36385.71429,8312,252.5142857,243.4285714,47.85714286,0.000974286,11.83222222,340.9857143,337.2714286,337.4571429
36325,8313,251.95,236.2,30.25,0.000595,8.745555556,339,336.7,336.825
36433.33333,8314,254.8333333,234.9,35,0.000716667,8.231111111,342.9666667,340.2666667,340.4
36325,8315,252.5,244.6416667,56.58333333,0.0011575,16.97666667,341.775,337.45,337.6666667
36300,8316,252.86,241.96,43.2,0.000928,9.774444444,341.52,337.98,338.16
36300,8317,252.9571429,239.2857143,39,0.000811429,11.31777778,341.2142857,338.1,338.2571429
36314.28571,8318,253.5,235.6428571,26.85714286,0.000608571,9.774444444,341.1571429,338.8,338.9142857
36362.5,8319,253.85,244.225,45,0.00103625,9.774444444,343.1,339.125,339.3375
36266.66667,8320,253.8333333,239.8,38,0.00085,8.231111111,342.6,339.3666667,339.5333333
36150,8321,251.9,250.7,90,0.0018,14.40444444,343.75,337.1,337.45
36300,8322,251.3,224.3,7,0.00013,12.86111111,336.4,335.9,335.9
36285.71429,8323,251.3285714,241.0857143,45.71428571,0.000874286,15.43333333,339.2857143,335.9714286,336.1285714
36225,8324,252.375,245.45,57.375,0.0011725,11.83222222,341.95,337.5125,337.7375
36290,8325,252.71,244.83,55.2,0.001164,11.31777778,342.18,337.81,338.03
36314.28571,8326,253.4714286,240.5714286,45.57142857,0.000957143,11.83222222,342.3857143,338.7571429,338.9428571
36280,8327,252.63,239.05,38.9,0.000812,16.46222222,340.83,337.72,337.89
36300,8328,253.7333333,240.1,38,0.000816667,10.28888889,342.2333333,339.1,339.3
36320,8329,253.5,241.36,39.6,0.000902,6.173333333,342.22,338.8,338.96
36300,8330,253.9,231.5,13.4,0.000308,10.28888889,340.6,339.36,339.42
36200,8331,250.3,250.2,99,0.0017,7.716666667,341.1,334.8,335.2
36180,8332,251.76,246.14,61.6,0.001202,10.80333333,341.34,336.8,337.06
36237.5,8333,251.975,240.375,49.25,0.00094375,12.86111111,340.525,336.9375,337.15
36000,8334,251.3666667,244.6333333,61.33333333,0.001146667,8.231111111,341.0666667,336.8,337
36150,8335,252.1333333,242.1166667,45.66666667,0.000896667,8.745555556,340.8333333,337.4,337.5833333
36218.18182,8336,252.3363636,242.3454545,48.72727273,0.000996364,16.97666667,341.2818182,337.4909091,337.6909091
36166.66667,8337,252.2,238.1166667,36.33333333,0.000741667,11.83222222,340.2666667,337.4333333,337.6
36250,8338,254,246.5,52,0.00123,8.231111111,344.3,339.65,339.9
36227.27273,8339,253.3,243.0636364,42.63636364,0.000933636,14.40444444,342.3545455,338.7636364,338.9363636
36220,8340,253.14,243.78,46.6,0.000988,14.91888889,342.32,338.58,338.76
36200,8341,253.1,241.1,34,0.00073,10.80333333,341.4,338.6,338.7
36150,8342,250.75,243.525,60,0.001055,14.40444444,339.5,335.55,335.775
36120,8343,252.1,237.1,27.4,0.000528,16.46222222,339.52,337.42,337.56
36150,8344,251.4,243.5,52,0.00099,12.34666667,340.2,336.4,336.65
36216.66667,8345,252.9166667,240.5666667,43.83333333,0.00091,14.91888889,341.75,338.2833333,338.45
36222.22222,8346,252.3222222,244.8666667,57,0.001176667,10.80333333,341.9111111,337.4777778,337.7111111
36183.33333,8347,252.5222222,241.2111111,44.38888889,0.000917222,14.91888889,341.3111111,337.8333333,338.0222222
36320,8348,253.82,236.68,34.8,0.000794,12.86111111,342.26,339.2,339.38
36225,8349,253.5,245,58.75,0.001305,10.28888889,343.9,339.05,339.275
36216.66667,8350,254.0666667,239.4666667,33.66666667,0.00077,9.26,342.8,339.8166667,339.9833333
36150,8351,252.775,233.45,28.25,0.0006025,13.89,340.6,338.225,338.4
36133.33333,8352,251.7666667,238.3,40.66666667,0.000743333,16.46222222,339.8666667,336.9666667,337.1333333
36133.33333,8353,251.6888889,245.9,66.44444444,0.001255556,20.06333333,341.5444444,336.8555556,337.1
36100,8354,252.2333333,228.6333333,28,0.00056,11.83222222,339.7666667,337.6666667,337.7666667
36100,8355,252.7,237.7,25,0.00053,14.40444444,340.4,338.3,338.4
36140,8356,252.61,239.72,40.3,0.000814,20.06333333,341.17,338.08,338.23
36166.66667,8357,252.4333333,242.75,45.33333333,0.000933333,12.34666667,341.3333333,337.7666667,337.95
36108.33333,8358,252.9916667,242.25,42.41666667,0.000921667,14.40444444,342.1833333,338.6416667,338.8333333
36250,8359,253.4,241.4,38.5,0.00089,12.34666667,342.25,338.85,339
36125,8360,253.1,244.675,50.5,0.001105,9.774444444,342.975,338.775,338.975
36125,8361,252.6,234.775,32.25,0.000695,21.09222222,340.75,338.1,338.25
36100,8362,251.8,242.8,44.5,0.00088,6.687777778,340.45,337.1,337.3
36033.33333,8363,251.9833333,237.1,35.5,0.000665,18.00555556,340.0666667,337.5,337.6333333
36037.5,8364,252.3,239.6875,43.25,0.00084625,14.40444444,341.175,337.925,338.0875
36150,8365,253.4,234.4,17,0.000395,9.774444444,340.7,339.1,339.2
36100,8366,252.4,240.45,37,0.000775,7.202222222,340.875,337.875,338.05
36106.25,8367,252.76875,242.34375,47.25,0.000995625,14.91888889,342.15,338.375,338.56875
36050,8368,252.3,238.6333333,32.33333333,0.000658333,13.89,340.4666667,337.8666667,338.0333333
36100,8369,251.9,246.4666667,65,0.001246667,9.774444444,341.9333333,337.2,337.4333333
36050,8370,254,246.5,51.5,0.00123,5.144444444,344.85,340.15,340.45
36025,8371,252.1,239.725,36.25,0.000745,10.80333333,340.575,337.675,337.825
36025,8372,253.05,237.05,30,0.00065,7.716666667,341.525,338.975,339.1
36060,8373,252.18,236.7,29.8,0.000556,13.89,339.92,337.72,337.82
36000,8374,251.55,243.6,53.75,0.00103,12.86111111,340.925,337.025,337.225
36000,8375,251.58,238.64,42.2,0.000811,14.40444444,340.17,337.04,337.23
36025,8376,252.025,244.075,52,0.0010375,16.97666667,341.525,337.5875,337.7875
36000,8377,252.5,245.3333333,58.33333333,0.001186667,7.716666667,342.7833333,338.2833333,338.55
35987.5,8378,252,245.7625,64.875,0.00128875,11.83222222,342.4875,337.6625,337.9125
36050,8379,253.1,240.2,35,0.0007625,10.28888889,341.9,338.975,339.15
35940,8380,251.48,246.76,69,0.001356,10.80333333,342.18,337.08,337.36
36025,8381,252.8,242.05,41.5,0.0008875,7.202222222,342.025,338.625,338.8
35975,8382,252.25,241.35,41.5,0.000825,6.173333333,341.225,338.025,338.2
35933.33333,8383,251.8333333,237.6166667,35,0.000655,12.34666667,340.1,337.5666667,337.7166667
35975,8384,250.95,241.775,57.25,0.00104,11.31777778,340.2,336.25,336.475
35933.33333,8385,251.1333333,243.7,54.66666667,0.00102,14.91888889,340.5666667,336.6666667,336.8666667
36020,8386,252.45,239.93,43.2,0.000867,18.00555556,341.46,338.18,338.36
36000,8387,252.3888889,244.1,52.22222222,0.001088889,14.91888889,342.2888889,338.1444444,338.3666667
35963.63636,8388,252.4090909,241.8818182,43.45454545,0.000887273,15.94777778,341.6545455,338.2636364,338.4454545
35977.77778,8389,252.6777778,241.0888889,41.33333333,0.000862222,14.40444444,341.9222222,338.6,338.7666667
36000,8390,252.5666667,245.3666667,56.33333333,0.001126667,5.658888889,342.6666667,338.4,338.6
35866.66667,8391,250.9666667,232.6333333,22,0.000436667,15.94777778,338.3,336.6,336.6666667
35950,8392,252.9166667,230.4166667,18.83333333,0.000401667,12.34666667,340.55,338.9666667,339.0666667
35925,8393,251.6,240.525,40,0.00078,9.774444444,340.275,337.3,337.425
35928.57143,8394,251.6714286,241.1142857,42,0.000814286,10.28888889,340.5,337.3571429,337.5428571
35950,8395,251.05,244.325,66.25,0.0012025,9.774444444,340.975,336.475,336.725
35933.33333,8396,252.3333333,237.2666667,33,0.00068,10.80333333,340.8666667,338.2666667,338.4
35950,8397,252.5,239.875,36.125,0.00075875,11.31777778,341.35,338.4375,338.55
35900,8398,252.1285714,246.9714286,65.57142857,0.00133,11.83222222,343.0714286,338.0714286,338.3285714
35862.5,8399,252.05,237.8,33.375,0.0006625,14.40444444,340.625,338.05,338.2
35862.5,8400,252.275,236.25,32.875,0.00066625,11.83222222,340.925,338.3625,338.4875
35941.66667,8401,252.9583333,242.825,49.66666667,0.001080833,18.00555556,343.1583333,339.05,339.275
36000,8402,253.1,238.6,26.75,0.0005825,17.49111111,341.4,339.1,339.225
35916.66667,8403,252.05,236.1166667,29.5,0.000585,14.40444444,340.2,337.9166667,338.0333333
35816.66667,8404,252,233.5,25.83333333,0.000471667,11.83222222,339.9666667,338.1166667,338.2166667
35855.55556,8405,251.3777778,247.5111111,71.44444444,0.001367778,11.83222222,342.3111111,337.1777778,337.4555556
35900,8406,252.3,235.3,20,0.00042,10.80333333,340,338.3,338.4
35877.77778,8407,251.6333333,239.7444444,47.44444444,0.000912222,17.49111111,340.9333333,337.4666667,337.6444444
35877.77778,8408,252.0444444,240.3888889,41.22222222,0.000823333,18.52,341.1777778,338.0111111,338.1777778
35860,8409,252.7,243.1,42.2,0.000906,6.173333333,342.42,338.94,339.12
35850,8410,252.3,229.3,14.5,0.000275,12.86111111,339.55,338.4,338.5
35866.66667,8411,252.95,243.0666667,44.16666667,0.000928333,7.202222222,342.8166667,339.2333333,339.4333333
35883.33333,8412,253.2,240.9833333,42.5,0.000926667,10.28888889,343.1,339.55,339.7333333
35800,8413,251.3,245.2,58.5,0.001115,9.774444444,341.45,337.25,337.45
35840,8414,251.72,242.84,55.6,0.001034,11.83222222,341.58,337.68,337.88
35866.66667,8415,251.5,242.8666667,51.66666667,0.000996667,11.31777778,341.1,337.3,337.5
35800,8416,251.22,239.12,36.8,0.000692,14.91888889,339.82,337.12,337.26
35833.33333,8417,252.3,241.6333333,40.33333333,0.000823333,11.83222222,341.6333333,338.4666667,338.6666667
35777.77778,8418,251.9666667,239.3888889,48.66666667,0.000946667,13.89,341.7555556,338.1777778,338.3888889
35800,8419,251.8333333,243.7333333,50.08333333,0.000993333,12.34666667,341.7416667,337.9333333,338.125
35840,8420,252.5,240.42,38.6,0.000802,7.202222222,341.82,338.72,338.88
35800,8421,252.6375,241.825,51.375,0.00106875,15.94777778,343.075,339.0125,339.2125
35800,8422,252.5,251.6,92,0.00194,10.80333333,346,338.8,339.2
35816.66667,8423,253.0666667,244.05,46.5,0.001011667,14.40444444,343.45,339.55,339.7666667
35800,8424,253.6,224.7,10.5,0.000205,12.86111111,341.1,340.3,340.3
35800,8425,252.25,245.975,58.25,0.00119,11.83222222,343,338.525,338.75
35766.66667,8426,251.7,243.8333333,53.33333333,0.00102,8.745555556,341.7333333,337.85,338.0666667
35725,8427,252.05,236.55,24.75,0.0005,11.83222222,340.425,338.425,338.55
35773.33333,8428,251.8733333,242.54,51.06666667,0.001010667,15.43333333,341.9066667,338.06,338.2733333
35666.66667,8429,252.2,242.2166667,53.16666667,0.001066667,12.86111111,342.8166667,338.7666667,339.0166667
35725,8430,251.7625,234.25,22.625,0.00044125,14.40444444,339.7875,338.05,338.125
35762.5,8431,252.1,240.7375,44,0.000845,13.37555556,341.6125,338.4,338.575
35733.33333,8432,252.6333333,242.2,42.33333333,0.00086,7.202222222,342.5333333,339.1666667,339.3666667
35733.33333,8433,252.0333333,248.0333333,70,0.00143,11.83222222,343.8,338.3666667,338.6666667
35783.33333,8434,251.5333333,241.4666667,47,0.000911667,8.745555556,341.0666667,337.5666667,337.7833333
35725,8435,251.1125,247.3,72.25,0.00134375,14.91888889,342.225,337.1625,337.4625
35760,8436,252.2,233.7,36.8,0.000748,12.34666667,341.36,338.54,338.68
35740,8437,251.86,241.16,41.4,0.000842,13.37555556,341.38,338.14,338.32
35757.14286,8438,251.5142857,243.8571429,54.28571429,0.001038571,16.97666667,341.5428571,337.6,337.8285714
35720,8439,252.1,238.7,32.6,0.000678,11.31777778,341.14,338.52,338.64
35642.85714,8440,251.9,241.1,46.28571429,0.000914286,12.34666667,341.9285714,338.4571429,338.6285714
35712.5,8441,252.575,237.7625,31.75,0.00065625,20.57777778,341.725,339.175,339.3
35733.33333,8442,253.3666667,234.1,25,0.000573333,9.774444444,342.4,340.2,340.2666667
35800,8443,254.1,250.7,74,0.0018,7.202222222,347.7,341,341.4
35600,8444,252.5,248.9,73,0.00154,9.26,345.2,339.4,339.7
35666.66667,8445,251.8,235.3666667,30.66666667,0.00056,10.80333333,340.4333333,338.2333333,338.3666667
35633.33333,8446,250.9333333,242.65,51.33333333,0.000933333,15.43333333,340.75,337.1833333,337.3666667
35650,8447,250.75,240.55,43.5,0.0007925,15.43333333,339.925,336.9,337.05
35650,8448,251.975,236.875,36.25,0.000715,21.60666667,341.25,338.525,338.675
35708.33333,8449,252.3416667,238.9,38.58333333,0.000778333,14.40444444,341.8583333,338.8666667,339.025
35616.66667,8450,251.9666667,242.4166667,53.83333333,0.001081667,12.34666667,342.7166667,338.6,338.85
36000,8451,253,247,64.5,0.00136,12.34666667,344.1,338.95,339.25
35725,8452,253.15,242.05,42.75,0.0009325,8.745555556,343.475,339.9,340.1
35700,8453,252.18,246.82,65.4,0.001322,10.80333333,343.66,338.66,338.94
35633.33333,8454,252.3,235.6666667,33.66666667,0.000646667,10.28888889,341.4666667,339,339.1333333
35800,8455,253.3,240.55,43,0.0009,6.687777778,343.35,339.9,340.1
35600,8456,251.1666667,237.1666667,35.16666667,0.000658333,12.86111111,340.1166667,337.5666667,337.7333333
35611.11111,8457,251.5444444,241.9333333,50.11111111,0.000956667,12.86111111,341.6888889,338.0666667,338.2555556
35628.57143,8458,251.9,236.1857143,36.28571429,0.000712857,14.91888889,341.2142857,338.4714286,338.6285714
35614.28571,8459,251.9142857,232.9,23.71428571,0.000468571,16.97666667,340.3714286,338.5285714,338.6285714
35606.25,8460,251.775,242.5375,49.3125,0.000973125,11.31777778,342.1,338.38125,338.58125
35622.22222,8461,251.8333333,242.4888889,46.66666667,0.000927778,11.31777778,342,338.4333333,338.6333333
35660,8462,252.64,236.16,34.4,0.000716,11.31777778,342.16,339.42,339.56
35600,8463,252.7,242.9,47.33333333,0.001028333,9.774444444,343.55,339.65,339.85
35614.28571,8464,252.9857143,237.1285714,25.57142857,0.000558571,9.774444444,342.2142857,339.9857143,340.1
35560,8465,251.86,242.76,46.6,0.000926,13.89,342.18,338.62,338.84
35580,8466,250.9,240.56,56.4,0.001,12.86111111,341.08,337.28,337.48
35575,8467,251.125,239.95,48.25,0.0009325,9.26,341.125,337.6,337.825
35400,8468,249.5,242.5,53,0.00086,4.115555556,339.2,335.9,336.1
35600,8469,251.6714286,240.2428571,39.28571429,0.000774286,11.83222222,341.2428571,338.2571429,338.4142857
35588.88889,8470,251.6555556,244.8333333,62.77777778,0.001212222,13.37555556,342.8444444,338.2777778,338.5222222
35580,8471,251.54,238.26,37.5,0.000732,11.31777778,340.96,338.15,338.29
35571.42857,8472,252.0714286,241.0714286,42.28571429,0.00086,13.37555556,342.1857143,338.8857143,339.0714286
35566.66667,8473,251.8333333,249.6333333,82.66666667,0.001653333,15.94777778,344.7666667,338.5666667,338.9
35600,8474,253.1666667,238.7666667,51.66666667,0.001116667,18.00555556,344.4666667,340.2666667,340.5
35483.33333,8475,251.1666667,238.6833333,40.83333333,0.00077,13.89,340.85,337.9166667,338.05
35550,8476,251.5125,237.5,39.75,0.00073625,21.60666667,341.025,338.1625,338.3375
35575,8477,251.9,231.4,26.75,0.0004975,14.40444444,340.55,338.65,338.725
35540,8479,251.32,243.86,54,0.001036,14.91888889,341.9,337.96,338.16
35560,8480,251.8,240.27,43.6,0.000852,10.80333333,341.8,338.53,338.7
35509.09091,8481,251.5363636,239.4909091,37.90909091,0.000730909,13.89,341.1363636,338.3272727,338.4727273
35533.33333,8482,252.1,240.7333333,40,0.000813333,16.46222222,342.1333333,339.0166667,339.1833333
35550,8483,252.1,237.15,27,0.00054,5.144444444,341.1,338.95,339.05
35540,8484,252.22,241.12,42.8,0.00089,13.37555556,342.58,339.16,339.36
35520,8485,252.25,238.54,35.3,0.000703,12.34666667,341.98,339.25,339.41
35500,8486,251.8666667,238.4666667,38.5,0.000745,10.80333333,341.6833333,338.7666667,338.95
35420,8487,251.06,237.06,32.8,0.000598,9.774444444,340.28,337.94,338.04
35450,8488,251.25,244.3,57.5,0.0010475,11.31777778,342.075,338.075,338.3
35520,8489,251.92,241.68,42.4,0.000858,15.43333333,342.12,338.8,338.98
35514.28571,8490,251.5571429,237.2142857,39.57142857,0.000742857,14.91888889,341.2,338.3571429,338.5
35450,8491,251.4,237.2333333,33.33333333,0.000643333,13.89,340.8166667,338.3,338.45
35466.66667,8492,251.4666667,243.2166667,50,0.000958333,13.89,342.0166667,338.3333333,338.55
35480,8493,252.04,245.26,57,0.001146,11.31777778,343.44,339.06,339.3
35514.28571,8494,252.1,242.9142857,52.42857143,0.001067143,14.40444444,343.1142857,339.0714286,339.2714286
35500,8495,252.0166667,240.8166667,47.16666667,0.000903333,11.83222222,342.4666667,339,339.2
35450,8496,252.0333333,240.6833333,39.33333333,0.000803333,14.91888889,342.25,339.15,339.3166667
35471.42857,8497,250.9285714,239.3857143,44.85714286,0.00082,15.94777778,340.7857143,337.6142857,337.7857143
35400,8498,251.3,242.75,53.5,0.000971667,12.34666667,342,338.3,338.5166667
35200,8499,250.1,249,91,0.00157,9.26,343.1,337.2,337.6
35433.33333,8500,251.5166667,234.7166667,40.66666667,0.000765,14.91888889,341.3833333,338.5,338.6333333
35428.57143,8501,251.3571429,244.0428571,55.28571429,0.001048571,11.83222222,342.3,338.3142857,338.5142857
35385.71429,8502,251.3714286,239.1571429,46.85714286,0.000882857,13.37555556,341.8,338.4285714,338.6142857
35428.57143,8503,251.9,240.1142857,43.28571429,0.00084,23.66444444,342.2714286,339.0285714,339.1857143
35400,8504,252.1333333,237.4666667,29,0.000611667,15.94777778,341.8166667,339.4,339.55
35416.66667,8505,251.9666667,239.2166667,38.16666667,0.000758333,11.31777778,342.1,339.1666667,339.3166667
35440,8506,252.42,248.38,72.6,0.00152,9.774444444,345.44,339.68,340.04
35380,8507,251.1,242.42,50.8,0.000944,9.774444444,341.7,338.1,338.26
35350,8508,250.15,233.95,36.25,0.00063,10.28888889,339.325,336.925,337.025
35400,8509,251.0333333,235.9333333,41.66666667,0.000753333,12.34666667,340.8333333,337.95,338.1
35416.66667,8510,252.0333333,237.4333333,40.16666667,0.000791667,12.86111111,342.2833333,339.2333333,339.4166667
35377.77778,8511,251.8666667,238.0555556,33.33333333,0.000655556,10.80333333,341.6777778,339.1111111,339.2555556
35340,8512,251.66,237.18,40.8,0.0008,10.80333333,342,338.96,339.12
35360,8513,250.72,243.2,56.2,0.00107,12.86111111,341.68,337.62,337.84
35440,8514,251.8,244,56,0.001104,11.31777778,343.06,338.86,339.1
35533.33333,8515,253.3666667,226.0666667,12.66666667,0.00028,6.687777778,341.9,340.7,340.8
35288.88889,8516,251.9666667,237.0444444,34.77777778,0.000665556,21.09222222,342.1111111,339.5111111,339.6555556
35322.22222,8517,250.7888889,238.6,36.55555556,0.000666667,13.89,340.4333333,337.8444444,337.9666667
35300,8518,250.6714286,245.5285714,67,0.001217143,14.40444444,342.3285714,337.7142857,337.9857143
35266.66667,8519,250.3333333,240.85,48,0.000843333,17.49111111,340.6,337.3666667,337.5666667
35283.33333,8520,250.9166667,235.4333333,27,0.000508333,14.40444444,340.1333333,338.0833333,338.2333333
35383.33333,8521,250.9333333,236.8333333,41.16666667,0.00073,15.43333333,340.65,337.85,338.0166667
35316.66667,8522,250.85,236.5166667,31.83333333,0.000578333,10.28888889,340.2,337.95,338.0666667
35285.71429,8523,251.0714286,241.4571429,48.42857143,0.000895714,11.31777778,341.7142857,338.3142857,338.4857143
35300,8524,251.6666667,236.4,33,0.00064,15.43333333,341.6,339.1,339.2333333
35400,8525,251.8444444,241.0888889,43.77777778,0.000872222,14.91888889,342.3777778,339.0555556,339.2222222
35325,8526,253.2,235.95,21.75,0.00049,15.94777778,343.05,341.05,341.175
35325,8527,250.65,244.925,60.25,0.001085,10.28888889,341.775,337.625,337.875
35300,8528,251.2,238.28,35.4,0.000674,12.86111111,341.06,338.46,338.6
35314.28571,8529,251.6428571,239.2142857,43.57142857,0.000864286,14.91888889,342.3,338.9857143,339.1714286
35150,8530,249.9,234.4,29,0.0005,11.31777778,339.05,337.1,337.2
35300,8531,251.04,244.78,58.4,0.00109,10.80333333,342.38,338.24,338.46
35300,8532,251.3666667,239.9333333,49.5,0.000933333,12.86111111,342.2333333,338.6666667,338.85
35316.66667,8533,251.15,242.9333333,55.83333333,0.001051667,13.89,342.3083333,338.325,338.5333333
35240.80128,8534,251.3027244,238.98125,42.12660256,0.000796859,26.75111111,341.8076923,338.7421474,338.9049679
35400,8535,251.3,251,97,0.00187,11.83222222,345.2,338.3,338.7
35300,8536,252.7,237.2,25,0.00054,12.86111111,342.6,340.45,340.6
35260,8537,250.78,237.89,39.8,0.00071,21.09222222,340.74,338,338.12
35233.33333,8538,251.2,244.1,54.83333333,0.001046667,8.745555556,342.6333333,338.65,338.8333333
35220,8539,251.26,230.44,24.4,0.000464,11.31777778,340.54,338.76,338.84
35180,8540,250.1,248,83.8,0.001458,11.31777778,342.74,337.3,337.58
35188.88889,8541,250.8,238.5777778,40.88888889,0.000754444,15.94777778,341.1444444,338.2111111,338.3555556
35271.42857,8542,251.1285714,236.5714286,32.42857143,0.000591429,13.89,340.7428571,338.4428571,338.5428571
35233.33333,8543,250.9,241.3833333,48.08333333,0.0008925,10.80333333,341.65,338.2166667,338.4166667
35280,8544,251.86,241.52,43.2,0.000862,14.40444444,342.7,339.38,339.58
35200,8545,251.3666667,230.3666667,16.66666667,0.000316667,10.28888889,340.2666667,338.9333333,339
35280,8546,251.26,244.3,61.2,0.001192,27.26555556,343.08,338.6,338.8
35300,8547,251.3,245.2,64.33333333,0.00127,7.716666667,343.3666667,338.6,338.8333333
35220,8548,251.66,241.5,47,0.000912,12.34666667,342.76,339.3,339.46
35150,8549,251,242.25,48,0.000945,14.40444444,342.2,338.55,338.75
35122.22222,8550,250.3222222,241.7333333,48.33333333,0.000854444,13.37555556,341.0444444,337.7555556,337.9333333
35133.33333,8551,249.8666667,245.3333333,68.33333333,0.00116,11.83222222,341.4666667,337.1,337.3333333
35225,8552,251.75,242.775,48.5,0.000985,11.83222222,343.15,339.425,339.575
35175,8553,251.5875,238.1375,33.375,0.00063875,15.43333333,341.825,339.3125,339.45
35175,8554,251.2875,240.5125,43.75,0.0008125,13.37555556,342.0375,338.9125,339.0625
35133.33333,8555,251.9666667,238.9666667,38.33333333,0.000756667,15.43333333,342.9,339.9333333,340.0666667
35180,8556,251.5,238.86,40.4,0.000732,11.31777778,342.02,339.16,339.32
35200,8557,252.04,243.44,59.8,0.001238,16.97666667,344.52,339.86,340.08
35120,8558,250.06,240.1,46.2,0.00077,15.94777778,340.38,337.4,337.54
35142.85714,8559,251.3285714,235.4142857,39,0.000717143,10.80333333,341.8142857,339.0571429,339.1857143
35100,8560,250.7,238.625,46.25,0.000825,13.37555556,341.475,338.325,338.475
35050,8561,249.65,241.3,53,0.000865,11.83222222,340.375,337.075,337.175
35200,8562,251.35,237.85,44.5,0.000895,15.94777778,342.35,338.95,339.1
35150,8563,251.15,245.2875,62.875,0.00119875,10.80333333,343.3375,338.7875,339.025
35116.66667,8564,250.9,237.0333333,37.5,0.000708333,8.231111111,341.2833333,338.55,338.6833333
35120,8565,251.2,231.86,20.6,0.0004,24.69333333,340.56,338.94,339.02
35160,8566,251.76,244.26,55,0.001106,11.31777778,343.78,339.6,339.8
35112.5,8567,251.175,242.9125,49.25,0.00095,12.86111111,342.5875,338.9125,339.125
35100,8568,249.725,241.15,46.75,0.0007975,9.26,340.1,337.025,337.175
35033.33333,8569,250.7666667,237.1,28.33333333,0.00053,15.43333333,340.7333333,338.5666667,338.7
35066.66667,8570,250.3666667,233.7,33.33333333,0.000576667,7.202222222,340.1666667,337.9666667,338.1
35083.33333,8571,250.9666667,236.95,29,0.000555,8.231111111,340.9333333,338.7333333,338.85
35150,8572,252.9,230.9,25.5,0.000585,5.144444444,343.45,341.2,341.3
35050,8573,251.2,239.1666667,42.66666667,0.000803333,13.89,342.2333333,339.1166667,339.2833333
35140,8574,251.26,244.74,57,0.001086,9.26,343.1,338.96,339.18
35050,8575,250.6125,238.55,40.75,0.00074,9.26,341.2125,338.325,338.4875
35014.28571,8576,251.1571429,236.1428571,32,0.000602857,15.94777778,341.5285714,339.1857143,339.3
35000,8577,250.9,249.1,85,0.00159,10.28888889,344.8,338.9,339.2
35083.33333,8578,251.6666667,241.15,52.66666667,0.001043333,20.06333333,343.65,339.6666667,339.8833333
35071.42857,8579,251.1,234.5285714,34.57142857,0.000612857,15.94777778,341.2857143,338.9285714,339.0714286
35020,8580,250.68,239.52,40.8,0.000734,12.86111111,341.34,338.5,338.66
34960,8581,250.22,240.78,46.4,0.000832,15.94777778,341.28,338.04,338.24
35050,8582,250.85,247.65,75,0.001395,13.37555556,343.9,338.65,338.9
35087.5,8583,250.9,237.9125,42.625,0.00077125,15.94777778,341.575,338.625,338.775
35020,8584,250.46,242.46,48.6,0.000868,13.89,341.58,338.22,338.4
34983.33333,8585,250.4666667,242.0166667,50,0.000908333,15.43333333,341.8,338.3333333,338.5166667
34971.42857,8586,250.7,242.2857143,50.28571429,0.000921429,13.89,342.2142857,338.6714286,338.8714286
35100,8587,251.6,237.625,36,0.0006925,18.00555556,342.225,339.55,339.675
35050,8588,250.775,233.425,27.75,0.0005175,7.202222222,340.65,338.575,338.7
35014.28571,8589,250.2285714,235.7142857,39.14285714,0.000684286,20.06333333,340.5428571,337.9285714,338.0571429
35011.11111,8590,250.7888889,241.5444444,48.77777778,0.0009,13.37555556,342.1444444,338.7,338.8666667
34942.85714,8591,250.5857143,235.3714286,30.14285714,0.00054,13.37555556,340.7,338.6,338.7142857
34985.71429,8592,251.0714286,238.3714286,38,0.000724286,12.86111111,341.9571429,339.1428571,339.2714286
35033.33333,8593,251.7666667,228.4333333,15,0.00031,6.173333333,341.1666667,339.9666667,340
